ProbeSet,LocusLink,Symbol,GeneID
11742584_at,LOC390084,OR56A5,OR56A5_11742584_at
11742585_a_at,LOC9436,NCR2,NCR2_11742585_a_at
11742586_a_at,LOC390790,ARL5C,ARL5C_11742586_a_at
11742587_at,LOC390790,ARL5C,ARL5C_11742587_at
11742588_at,LOC341416,OR6C2,OR6C2_11742588_at
11742589_at,LOC122742,OR4L1,OR4L1_11742589_at
11742590_at,LOC127059,OR2M5,OR2M5_11742590_at
11742591_s_at,,OR2M5 || OR2M3 || OR2M1P || OR2M2 || OR2M7,OR2M5 || OR2M3 || OR2M1P || OR2M2 || OR2M7_11742591_s_at
11742592_x_at,LOC127059,OR2M5,OR2M5_11742592_x_at
11742593_at,LOC127066,OR14C36,OR14C36_11742593_at
11742594_at,LOC219473,OR8K3,OR8K3_11742594_at
11742595_at,LOC256892,OR51F1,OR51F1_11742595_at
11742596_at,LOC390058,OR51B6,OR51B6_11742596_at
11742597_s_at,,OR8H2 || OR8H3,OR8H2 || OR8H3_11742597_s_at
11742598_x_at,LOC390152,OR8H3,OR8H3_11742598_x_at
11742599_at,LOC390326,OR6C76,OR6C76_11742599_at
11742600_at,LOC390883,OR7G3,OR7G3_11742600_at
11742601_at,LOC390323,OR6C75,OR6C75_11742601_at
11742602_at,LOC81300,OR4P4,OR4P4_11742602_at
11742603_at,LOC391107,OR10K2,OR10K2_11742603_at
11742604_at,LOC390327,OR6C70,OR6C70_11742604_at
11742605_at,LOC119679,OR52J3,OR52J3_11742605_at
11742606_at,LOC138883,OR1N1,OR1N1_11742606_at
11742607_at,LOC219431,OR4S2,OR4S2_11742607_at
11742608_x_at,LOC219870,OR10G9,OR10G9_11742608_x_at
11742609_at,LOC219986,OR4D11,OR4D11_11742609_at
11742610_at,LOC254786,OR6C3,OR6C3_11742610_at
11742611_x_at,LOC390264,OR10G4,OR10G4_11742611_x_at
11742612_s_at,,OR10G8 || OR10G7,OR10G8 || OR10G7_11742612_s_at
11742613_x_at,LOC390265,OR10G7,OR10G7_11742613_x_at
11742614_at,LOC219428,OR4C16,OR4C16_11742614_at
11742615_at,LOC390162,OR5M9,OR5M9_11742615_at
11742616_at,LOC390148,OR5W2,OR5W2_11742616_at
11742617_s_at,LOC403273,OR5H14,OR5H14_11742617_s_at
11742618_at,LOC122740,OR4K14,OR4K14_11742618_at
11742619_at,LOC119749,OR4C46,OR4C46_11742619_at
11742620_at,LOC119765,OR4B1,OR4B1_11742620_at
11742621_at,LOC219968,OR5B21,OR5B21_11742621_at
11742622_at,LOC256148,OR4S1,OR4S1_11742622_at
11742623_at,LOC390892,OR7A10,OR7A10_11742623_at
11742624_at,LOC81050,OR5AC2,OR5AC2_11742624_at
11742625_at,LOC390201,OR10V1,OR10V1_11742625_at
11742626_at,LOC284532,OR14A16,OR14A16_11742626_at
11742627_at,LOC390437,OR4N5,OR4N5_11742627_at
11742628_at,LOC254879,OR2T6,OR2T6_11742628_at
11742629_s_at,LOC124538,OR4D2,OR4D2_11742629_s_at
11742630_at,LOC219453,OR8K5,OR8K5_11742630_at
11742631_at,LOC403257,OR4C45,OR4C45_11742631_at
11742632_at,LOC390113,OR4X1,OR4X1_11742632_at
11742633_at,LOC390433,OR4K13,OR4K13_11742633_at
11742634_a_at,LOC390748,PABPN1L,PABPN1L_11742634_a_at
11742635_x_at,LOC221357,GSTA5,GSTA5_11742635_x_at
11742636_at,LOC723961,INS-IGF2,INS-IGF2_11742636_at
11742637_s_at,,IGF2 || INS-IGF2,IGF2 || INS-IGF2_11742637_s_at
11742638_a_at,LOC645832,SEBOX,SEBOX_11742638_a_at
11742639_a_at,LOC201299,RDM1,RDM1_11742639_a_at
11742640_x_at,LOC201299,RDM1,RDM1_11742640_x_at
11742641_a_at,LOC401409,RAB19,RAB19_11742641_a_at
11742642_x_at,,ENSG00000170165 || ANKRD20A20P || ENSG00000240240,ENSG00000170165 || ANKRD20A20P || ENSG00000240240_11742642_x_at
11742643_x_at,LOC284428,MBD3L5,MBD3L5_11742643_x_at
11742644_x_at,LOC404770,SPATA31B1,SPATA31B1_11742644_x_at
11742645_x_at,LOC1444,CSHL1,CSHL1_11742645_x_at
11742646_a_at,LOC388910,LINC00207,LINC00207_11742646_a_at
11742647_at,,ENSG00000234801,ENSG00000234801_11742647_at
11742648_x_at,,ENSG00000234801,ENSG00000234801_11742648_x_at
11742649_at,LOC644672,CLDN25,CLDN25_11742649_at
11742650_at,LOC503834,DPRX,DPRX_11742650_at
11742651_a_at,LOC84326,C16ORF13,C16ORF13_11742651_a_at
11742652_x_at,LOC494118,SPANXN1,SPANXN1_11742652_x_at
11742653_x_at,,CSH2,CSH2_11742653_x_at
11742654_s_at,,SPACA5 || SPACA5B,SPACA5 || SPACA5B_11742654_s_at
11742655_at,,SSU72P8,SSU72P8_11742655_at
11742656_at,LOC343930,MSGN1,MSGN1_11742656_at
11742657_x_at,,HIST2H2AA4 || HIST2H2AA3,HIST2H2AA4 || HIST2H2AA3_11742657_x_at
11742658_at,,ENSG00000230591,ENSG00000230591_11742658_at
11742659_at,LOC646625,URAD,URAD_11742659_at
11742660_x_at,LOC646625,URAD,URAD_11742660_x_at
11742661_at,LOC6343,SCT,SCT_11742661_at
11742662_at,LOC645922,S100A7L2,S100A7L2_11742662_at
11742663_at,,ENSG00000174495,ENSG00000174495_11742663_at
11742664_x_at,,ENSG00000174495,ENSG00000174495_11742664_x_at
11742665_x_at,,ENSG00000232654,ENSG00000232654_11742665_x_at
11742666_s_at,LOC6234,RPS28,RPS28_11742666_s_at
11742667_x_at,LOC6234,RPS28,RPS28_11742667_x_at
11742668_at,LOC646480,FABP9,FABP9_11742668_at
11742669_s_at,,HIST2H4B || HIST2H4A,HIST2H4B || HIST2H4A_11742669_s_at
11742670_at,,PPBPP1,PPBPP1_11742670_at
11742671_x_at,LOC2688,GH1,GH1_11742671_x_at
11742672_at,LOC594857,NPS,NPS_11742672_at
11742673_at,LOC408187,SPINK14,SPINK14_11742673_at
11742674_at,LOC353143,LCE3B,LCE3B_11742674_at
11742675_x_at,LOC353143,LCE3B,LCE3B_11742675_x_at
11742676_a_at,LOC359948,IRF2BP2,IRF2BP2_11742676_a_at
11742677_x_at,LOC5725,PTBP1,PTBP1_11742677_x_at
11742678_s_at,LOC5725,PTBP1,PTBP1_11742678_s_at
11742679_s_at,LOC3181,HNRNPA2B1,HNRNPA2B1_11742679_s_at
11742680_at,LOC3181,HNRNPA2B1,HNRNPA2B1_11742680_at
11742681_s_at,LOC10961,ERP29,ERP29_11742681_s_at
11742682_s_at,LOC10920,COPS8,COPS8_11742682_s_at
11742683_x_at,LOC3006,HIST1H1C,HIST1H1C_11742683_x_at
11742684_a_at,LOC3920,LAMP2,LAMP2_11742684_a_at
11742685_a_at,LOC3920,LAMP2,LAMP2_11742685_a_at
11742686_a_at,LOC2217,FCGRT,FCGRT_11742686_a_at
11742687_x_at,LOC2217,FCGRT,FCGRT_11742687_x_at
11742688_s_at,,HIST2H2AA4 || HIST2H2AA3,HIST2H2AA4 || HIST2H2AA3_11742688_s_at
11742689_a_at,LOC10011,SRA1,SRA1_11742689_a_at
11742690_a_at,LOC7329,UBE2I,UBE2I_11742690_a_at
11742691_x_at,LOC7329,UBE2I,UBE2I_11742691_x_at
11742692_a_at,LOC353,APRT,APRT_11742692_a_at
11742693_a_at,LOC51322,WAC,WAC_11742693_a_at
11742694_s_at,LOC51322,WAC,WAC_11742694_s_at
11742695_a_at,LOC51322,WAC,WAC_11742695_a_at
11742696_s_at,LOC51322,WAC,WAC_11742696_s_at
11742697_a_at,LOC9452,ITM2A,ITM2A_11742697_a_at
11742698_at,LOC6447,SCG5,SCG5_11742698_at
11742699_a_at,LOC715,C1R,C1R_11742699_a_at
11742700_s_at,LOC715,C1R,C1R_11742700_s_at
11742701_x_at,LOC715,C1R,C1R_11742701_x_at
11742702_a_at,LOC284184,C17ORF89,C17ORF89_11742702_a_at
11742703_x_at,LOC284184,C17ORF89,C17ORF89_11742703_x_at
11742704_a_at,LOC1107,CHD3,CHD3_11742704_a_at
11742705_a_at,LOC51366,UBR5,UBR5_11742705_a_at
11742706_s_at,LOC4218,RAB8A,RAB8A_11742706_s_at
11742707_a_at,,APOC4-APOC2 || APOC2,APOC4-APOC2 || APOC2_11742707_a_at
11742708_a_at,LOC54681,P4HTM,P4HTM_11742708_a_at
11742709_s_at,LOC54681,P4HTM,P4HTM_11742709_s_at
11742710_a_at,LOC5552,SRGN,SRGN_11742710_a_at
11742711_at,LOC7058,THBS2,THBS2_11742711_at
11742712_a_at,LOC7058,THBS2,THBS2_11742712_a_at
11742713_at,LOC79064,TMEM223,TMEM223_11742713_at
11742714_a_at,LOC84897,TBRG1,TBRG1_11742714_a_at
11742715_x_at,LOC84897,TBRG1,TBRG1_11742715_x_at
11742716_a_at,LOC84897,TBRG1,TBRG1_11742716_a_at
11742717_a_at,LOC84897,TBRG1,TBRG1_11742717_a_at
11742718_a_at,LOC79811,SLTM,SLTM_11742718_a_at
11742719_s_at,LOC79811,SLTM,SLTM_11742719_s_at
11742720_at,LOC116064,LRRC58,LRRC58_11742720_at
11742721_x_at,LOC116064,LRRC58,LRRC58_11742721_x_at
11742722_at,,LRRC58,LRRC58_11742722_at
11742723_a_at,LOC6778,STAT6,STAT6_11742723_a_at
11742724_x_at,LOC6778,STAT6,STAT6_11742724_x_at
11742725_s_at,LOC1998,ELF2,ELF2_11742725_s_at
11742726_a_at,LOC25963,TMEM87A,TMEM87A_11742726_a_at
11742727_at,LOC11079,RER1,RER1_11742727_at
11742728_x_at,LOC27131,SNX5,SNX5_11742728_x_at
11742729_s_at,LOC23185,LARP4B,LARP4B_11742729_s_at
11742730_a_at,LOC828,CAPS,CAPS_11742730_a_at
11742731_at,LOC6838,SURF6,SURF6_11742731_at
11742732_s_at,LOC10933,MORF4L1,MORF4L1_11742732_s_at
11742733_x_at,LOC10933,MORF4L1,MORF4L1_11742733_x_at
11742734_s_at,LOC10885,WDR3,WDR3_11742734_s_at
11742735_a_at,LOC51203,NUSAP1,NUSAP1_11742735_a_at
11742736_at,LOC84693,MCEE,MCEE_11742736_at
11742737_a_at,LOC9367,RAB9A,RAB9A_11742737_a_at
11742738_a_at,LOC27241,BBS9,BBS9_11742738_a_at
11742739_a_at,LOC55586,MIOX,MIOX_11742739_a_at
11742740_at,LOC25929,GEMIN5,GEMIN5_11742740_at
11742741_at,LOC25929,GEMIN5,GEMIN5_11742741_at
11742742_a_at,LOC6643,SNX2,SNX2_11742742_a_at
11742743_a_at,LOC1266,CNN3,CNN3_11742743_a_at
11742744_a_at,LOC8677,STX10,STX10_11742744_a_at
11742745_a_at,LOC123,PLIN2,PLIN2_11742745_a_at
11742746_a_at,LOC123,PLIN2,PLIN2_11742746_a_at
11742747_a_at,LOC121665,SPPL3,SPPL3_11742747_a_at
11742748_at,LOC121665,SPPL3,SPPL3_11742748_at
11742749_a_at,LOC121665,SPPL3,SPPL3_11742749_a_at
11742750_a_at,LOC2935,GSPT1,GSPT1_11742750_a_at
11742751_a_at,LOC3699,ITIH3,ITIH3_11742751_a_at
11742752_a_at,LOC2114,ETS2,ETS2_11742752_a_at
11742753_a_at,LOC2257,FGF12,FGF12_11742753_a_at
11742754_a_at,LOC2257,FGF12,FGF12_11742754_a_at
11742755_a_at,LOC7444,VRK2,VRK2_11742755_a_at
11742756_s_at,LOC2965,GTF2H1,GTF2H1_11742756_s_at
11742757_x_at,LOC2965,GTF2H1,GTF2H1_11742757_x_at
11742758_a_at,LOC2965,GTF2H1,GTF2H1_11742758_a_at
11742759_a_at,LOC9321,TRIP11,TRIP11_11742759_a_at
11742760_a_at,LOC26003,GORASP2,GORASP2_11742760_a_at
11742761_x_at,LOC26003,GORASP2,GORASP2_11742761_x_at
11742762_at,LOC2641,GCG,GCG_11742762_at
11742763_a_at,LOC56204,FAM214A,FAM214A_11742763_a_at
11742764_at,LOC10286,BCAS2,BCAS2_11742764_at
11742765_at,LOC5996,RGS1,RGS1_11742765_at
11742766_a_at,LOC23258,DENND5A,DENND5A_11742766_a_at
11742767_at,LOC80025,PANK2,PANK2_11742767_at
11742768_a_at,LOC23767,FLRT3,FLRT3_11742768_a_at
11742769_a_at,LOC23767,FLRT3,FLRT3_11742769_a_at
11742770_a_at,LOC116987,AGAP1,AGAP1_11742770_a_at
11742771_a_at,LOC9703,KIAA0100,KIAA0100_11742771_a_at
11742772_a_at,LOC26065,LSM14A,LSM14A_11742772_a_at
11742773_at,LOC2949,GSTM5,GSTM5_11742773_at
11742774_a_at,LOC153733,CCDC112,CCDC112_11742774_a_at
11742775_a_at,LOC23432,GPR161,GPR161_11742775_a_at
11742776_s_at,LOC23432,GPR161,GPR161_11742776_s_at
11742777_at,LOC6903,TBCC,TBCC_11742777_at
11742778_s_at,LOC6903,TBCC,TBCC_11742778_s_at
11742779_a_at,LOC26275,HIBCH,HIBCH_11742779_a_at
11742780_a_at,LOC6599,SMARCC1,SMARCC1_11742780_a_at
11742781_a_at,LOC6599,SMARCC1,SMARCC1_11742781_a_at
11742782_at,LOC6599,SMARCC1,SMARCC1_11742782_at
11742783_s_at,LOC6599,SMARCC1,SMARCC1_11742783_s_at
11742784_at,LOC23064,SETX,SETX_11742784_at
11742785_a_at,LOC23064,SETX,SETX_11742785_a_at
11742786_at,LOC23064,SETX,SETX_11742786_at
11742787_at,LOC9704,DHX34,DHX34_11742787_at
11742788_at,LOC9704,DHX34,DHX34_11742788_at
11742789_at,LOC342898,SYCN,SYCN_11742789_at
11742790_a_at,LOC92270,ATP6AP1L,ATP6AP1L_11742790_a_at
11742791_at,LOC92270,ATP6AP1L,ATP6AP1L_11742791_at
11742792_at,LOC132946,ARL9,ARL9_11742792_at
11742793_at,LOC51119,SBDSP1 || SBDS,SBDSP1 || SBDS_11742793_at
11742794_s_at,,SBDSP1 || SBDS,SBDSP1 || SBDS_11742794_s_at
11742795_at,LOC26020,LRP10,LRP10_11742795_at
11742796_x_at,LOC3190,HNRNPK,HNRNPK_11742796_x_at
11742797_a_at,LOC83608,C18ORF21,C18ORF21_11742797_a_at
11742798_a_at,LOC1182,CLCN3,CLCN3_11742798_a_at
11742799_at,LOC55729,ATF7IP,ATF7IP_11742799_at
11742800_s_at,LOC1871,E2F3,E2F3_11742800_s_at
11742801_a_at,LOC5606,MAP2K3,MAP2K3_11742801_a_at
11742802_a_at,LOC6715,SRD5A1,SRD5A1_11742802_a_at
11742803_at,LOC6715,SRD5A1,SRD5A1_11742803_at
11742804_a_at,LOC113419,TEX261,TEX261_11742804_a_at
11742805_at,LOC113419,TEX261,TEX261_11742805_at
11742806_at,LOC113419,TEX261,TEX261_11742806_at
11742807_a_at,LOC11197,WIF1,WIF1_11742807_a_at
11742808_at,LOC57721,METTL14,METTL14_11742808_at
11742809_s_at,LOC23786,BCL2L13,BCL2L13_11742809_s_at
11742810_at,LOC6663,SOX10,SOX10_11742810_at
11742811_at,LOC6197,RPS6KA3,RPS6KA3_11742811_at
11742812_a_at,LOC6197,RPS6KA3,RPS6KA3_11742812_a_at
11742813_at,LOC57556,SEMA6A,SEMA6A_11742813_at
11742814_s_at,LOC57556,SEMA6A,SEMA6A_11742814_s_at
11742815_x_at,LOC57556,SEMA6A,SEMA6A_11742815_x_at
11742816_a_at,LOC10144,FAM13A,FAM13A_11742816_a_at
11742817_a_at,LOC257160,RNF214,RNF214_11742817_a_at
11742818_a_at,LOC5329,PLAUR,PLAUR_11742818_a_at
11742819_at,LOC5329,PLAUR,PLAUR_11742819_at
11742820_s_at,LOC4969,OGN,OGN_11742820_s_at
11742821_s_at,LOC4969,OGN,OGN_11742821_s_at
11742822_a_at,LOC23549,DNPEP,DNPEP_11742822_a_at
11742823_a_at,LOC51110,LACTB2,LACTB2_11742823_a_at
11742824_a_at,LOC147007,TMEM199,TMEM199_11742824_a_at
11742825_a_at,LOC2975,GTF3C1,GTF3C1_11742825_a_at
11742826_s_at,LOC23469,PHF3,PHF3_11742826_s_at
11742827_a_at,LOC23469,PHF3,PHF3_11742827_a_at
11742828_s_at,LOC23469,PHF3,PHF3_11742828_s_at
11742829_x_at,LOC23469,PHF3,PHF3_11742829_x_at
11742830_a_at,LOC23469,PHF3,PHF3_11742830_a_at
11742831_s_at,LOC23476,BRD4,BRD4_11742831_s_at
11742832_a_at,LOC259266,ASPM,ASPM_11742832_a_at
11742833_a_at,LOC25854,FAM149A,FAM149A_11742833_a_at
11742834_a_at,LOC199870,FAM76A,FAM76A_11742834_a_at
11742835_a_at,LOC23190,UBXN4,UBXN4_11742835_a_at
11742836_a_at,LOC23190,UBXN4,UBXN4_11742836_a_at
11742837_x_at,LOC6199,RPS6KB2,RPS6KB2_11742837_x_at
11742838_at,LOC408,ARRB1,ARRB1_11742838_at
11742839_a_at,LOC3292,HSD17B1,HSD17B1_11742839_a_at
11742840_x_at,LOC3292,HSD17B1,HSD17B1_11742840_x_at
11742841_a_at,LOC6594,SMARCA1,SMARCA1_11742841_a_at
11742842_a_at,LOC63939,FAM217B,FAM217B_11742842_a_at
11742843_a_at,LOC6256,RXRA,RXRA_11742843_a_at
11742844_a_at,,LOC101928454 || RXRA,LOC101928454 || RXRA_11742844_a_at
11742845_at,LOC9716,AQR,AQR_11742845_at
11742846_a_at,LOC8450,CUL4B,CUL4B_11742846_a_at
11742847_a_at,LOC23368,PPP1R13B,PPP1R13B_11742847_a_at
11742848_s_at,LOC56985,ADPRM,ADPRM_11742848_s_at
11742849_a_at,LOC57139,RGL3,RGL3_11742849_a_at
11742850_x_at,LOC3122,HLA-DRA,HLA-DRA_11742850_x_at
11742851_x_at,LOC10653,SPINT2,SPINT2_11742851_x_at
11742852_a_at,LOC6184,RPN1,RPN1_11742852_a_at
11742853_x_at,LOC6184,RPN1,RPN1_11742853_x_at
11742854_x_at,LOC7358,UGDH,UGDH_11742854_x_at
11742855_at,LOC54529,ASNSD1,ASNSD1_11742855_at
11742856_a_at,LOC54529,ASNSD1,ASNSD1_11742856_a_at
11742857_at,LOC84817,TXNDC17,TXNDC17_11742857_at
11742858_s_at,,WBP11P1 || WBP11,WBP11P1 || WBP11_11742858_s_at
11742859_a_at,LOC5341,PLEK,PLEK_11742859_a_at
11742860_a_at,LOC221395,GPR116,GPR116_11742860_a_at
11742861_x_at,LOC221395,GPR116,GPR116_11742861_x_at
11742862_a_at,LOC221395,GPR116,GPR116_11742862_a_at
11742863_a_at,LOC4345,CD200,CD200_11742863_a_at
11742864_at,LOC6018,RLF,RLF_11742864_at
11742865_a_at,LOC27134,TJP3,TJP3_11742865_a_at
11742866_a_at,LOC221692,PHACTR1,PHACTR1_11742866_a_at
11742867_at,LOC1004,CDH6,CDH6_11742867_at
11742868_at,LOC1004,CDH6,CDH6_11742868_at
11742869_a_at,LOC57326,PBXIP1,PBXIP1_11742869_a_at
11742870_at,LOC10109,ARPC2,ARPC2_11742870_at
11742871_a_at,LOC113791,PIK3IP1,PIK3IP1_11742871_a_at
11742872_s_at,LOC113791,PIK3IP1,PIK3IP1_11742872_s_at
11742873_a_at,LOC1009,CDH11,CDH11_11742873_a_at
11742874_at,LOC51550,CINP,CINP_11742874_at
11742875_at,,RPL17-C18ORF32 || C18ORF32,RPL17-C18ORF32 || C18ORF32_11742875_at
11742876_a_at,LOC27352,SGSM3,SGSM3_11742876_a_at
11742877_x_at,LOC27352,SGSM3,SGSM3_11742877_x_at
11742878_a_at,LOC79581,SLC52A2,SLC52A2_11742878_a_at
11742879_a_at,LOC9946,CRYZL1,CRYZL1_11742879_a_at
11742880_a_at,LOC7320,UBE2B,UBE2B_11742880_a_at
11742881_s_at,LOC7320,UBE2B,UBE2B_11742881_s_at
11742882_at,LOC5481,PPID,PPID_11742882_at
11742883_at,LOC10610,ST6GALNAC2,ST6GALNAC2_11742883_at
11742884_x_at,LOC4054,LTBP3,LTBP3_11742884_x_at
11742885_a_at,LOC9529,BAG5,BAG5_11742885_a_at
11742886_s_at,LOC9529,BAG5,BAG5_11742886_s_at
11742887_a_at,LOC9529,BAG5,BAG5_11742887_a_at
11742888_s_at,,GCSH || LOC729080,GCSH || LOC729080_11742888_s_at
11742889_at,LOC26270,FBXO6,FBXO6_11742889_at
11742890_at,LOC84057,MND1,MND1_11742890_at
11742891_a_at,LOC78995,C17ORF53,C17ORF53_11742891_a_at
11742892_s_at,LOC5685,PSMA4,PSMA4_11742892_s_at
11742893_at,LOC10542,LAMTOR5,LAMTOR5_11742893_at
11742894_a_at,LOC1819,DRG2,DRG2_11742894_a_at
11742895_a_at,LOC1819,DRG2,DRG2_11742895_a_at
11742896_s_at,LOC9555,H2AFY,H2AFY_11742896_s_at
11742897_a_at,LOC4620,MYH2,MYH2_11742897_a_at
11742898_x_at,LOC4620,MYH2,MYH2_11742898_x_at
11742899_a_at,LOC8545,CGGBP1,CGGBP1_11742899_a_at
11742900_a_at,LOC8545,CGGBP1,CGGBP1_11742900_a_at
11742901_a_at,LOC8545,CGGBP1,CGGBP1_11742901_a_at
11742902_s_at,LOC1176,AP3S1,AP3S1_11742902_s_at
11742903_at,LOC1070,CETN3,CETN3_11742903_at
11742904_s_at,LOC9532,BAG2,BAG2_11742904_s_at
11742905_a_at,LOC64215,DNAJC1,DNAJC1_11742905_a_at
11742906_a_at,LOC64215,DNAJC1,DNAJC1_11742906_a_at
11742907_at,LOC23093,TTLL5,TTLL5_11742907_at
11742908_a_at,LOC84250,ANKRD32,ANKRD32_11742908_a_at
11742909_at,LOC57182,ANKRD50,ANKRD50_11742909_at
11742910_a_at,LOC57182,ANKRD50,ANKRD50_11742910_a_at
11742911_at,LOC10261,IGSF6,IGSF6_11742911_at
11742912_a_at,LOC64762,GAREM,GAREM_11742912_a_at
11742913_a_at,LOC392465,GLOD5,GLOD5_11742913_a_at
11742914_at,LOC392465,GLOD5,GLOD5_11742914_at
11742915_a_at,LOC22853,LMTK2,LMTK2_11742915_a_at
11742916_x_at,LOC22853,LMTK2,LMTK2_11742916_x_at
11742917_a_at,LOC83953,FCAMR,FCAMR_11742917_a_at
11742918_a_at,LOC5968,REG1B,REG1B_11742918_a_at
11742919_x_at,LOC5968,REG1B,REG1B_11742919_x_at
11742920_a_at,LOC3313,HSPA9,HSPA9_11742920_a_at
11742921_s_at,LOC3313,HSPA9,HSPA9_11742921_s_at
11742922_at,LOC7805,LAPTM5,LAPTM5_11742922_at
11742923_a_at,LOC7805,LAPTM5,LAPTM5_11742923_a_at
11742924_a_at,LOC5052,PRDX1,PRDX1_11742924_a_at
11742925_a_at,LOC55004,LAMTOR1,LAMTOR1_11742925_a_at
11742926_at,LOC1376,CPT2,CPT2_11742926_at
11742927_a_at,LOC2941,GSTA4,GSTA4_11742927_a_at
11742928_a_at,LOC8943,AP3D1,AP3D1_11742928_a_at
11742929_a_at,LOC8943,AP3D1,AP3D1_11742929_a_at
11742930_a_at,LOC57448,BIRC6,BIRC6_11742930_a_at
11742931_at,LOC57448,BIRC6,BIRC6_11742931_at
11742932_at,,SAMD1,SAMD1_11742932_at
11742933_a_at,LOC11168,PSIP1,PSIP1_11742933_a_at
11742934_s_at,LOC25886,POC1A,POC1A_11742934_s_at
11742935_a_at,LOC65078,RTN4R,RTN4R_11742935_a_at
11742936_a_at,LOC80746,TSEN2,TSEN2_11742936_a_at
11742937_x_at,LOC435,ASL,ASL_11742937_x_at
11742938_at,LOC430,ASCL2,ASCL2_11742938_at
11742939_a_at,LOC7323,UBE2D3,UBE2D3_11742939_a_at
11742940_s_at,LOC7323,UBE2D3,UBE2D3_11742940_s_at
11742941_x_at,LOC7323,UBE2D3,UBE2D3_11742941_x_at
11742942_s_at,LOC7323,UBE2D3,UBE2D3_11742942_s_at
11742943_a_at,LOC1158,CKM,CKM_11742943_a_at
11742944_a_at,LOC11151,CORO1A,CORO1A_11742944_a_at
11742945_a_at,LOC10969,EBNA1BP2,EBNA1BP2_11742945_a_at
11742946_s_at,LOC10477,UBE2E3,UBE2E3_11742946_s_at
11742947_at,LOC2967,GTF2H3,GTF2H3_11742947_at
11742948_at,LOC4082,MARCKS,MARCKS_11742948_at
11742949_a_at,LOC9337,CNOT8,CNOT8_11742949_a_at
11742950_s_at,LOC9337,CNOT8,CNOT8_11742950_s_at
11742951_at,LOC84246,MED10,MED10_11742951_at
11742952_at,LOC55829,VIMP,VIMP_11742952_at
11742953_at,LOC93973,ACTR8,ACTR8_11742953_at
11742954_a_at,LOC3853,KRT6A,KRT6A_11742954_a_at
11742955_x_at,LOC3853,KRT6A,KRT6A_11742955_x_at
11742956_a_at,LOC55846,ITFG2,ITFG2_11742956_a_at
11742957_a_at,LOC6597,SMARCA4,SMARCA4_11742957_a_at
11742958_x_at,LOC6597,SMARCA4,SMARCA4_11742958_x_at
11742959_a_at,LOC6597,SMARCA4,SMARCA4_11742959_a_at
11742960_a_at,LOC56257,MEPCE,MEPCE_11742960_a_at
11742961_s_at,LOC131583,FAM43A,FAM43A_11742961_s_at
11742962_a_at,LOC51447,IP6K2,IP6K2_11742962_a_at
11742963_at,LOC3710,ITPR3,ITPR3_11742963_at
11742964_a_at,LOC3710,ITPR3,ITPR3_11742964_a_at
11742965_a_at,LOC130916,MTERFD2,MTERFD2_11742965_a_at
11742966_a_at,LOC130916,MTERFD2,MTERFD2_11742966_a_at
11742967_a_at,LOC130916,MTERFD2,MTERFD2_11742967_a_at
11742968_a_at,LOC112950,MED8,MED8_11742968_a_at
11742969_a_at,LOC6300,MAPK12,MAPK12_11742969_a_at
11742970_at,LOC27342,RABGEF1,RABGEF1_11742970_at
11742971_s_at,LOC81035,COLEC12,COLEC12_11742971_s_at
11742972_x_at,LOC55749,CCAR1,CCAR1_11742972_x_at
11742973_at,LOC38,ACAT1,ACAT1_11742973_at
11742974_s_at,LOC84132,USP42,USP42_11742974_s_at
11742975_x_at,LOC84132,USP42,USP42_11742975_x_at
11742976_at,LOC2775,GNAO1,GNAO1_11742976_at
11742977_a_at,LOC2775,GNAO1,GNAO1_11742977_a_at
11742978_at,LOC92421,CHMP4C,CHMP4C_11742978_at
11742979_a_at,LOC56899,ANKS1B,ANKS1B_11742979_a_at
11742980_a_at,LOC56899,ANKS1B,ANKS1B_11742980_a_at
11742981_a_at,LOC2170,FABP3,FABP3_11742981_a_at
11742982_a_at,LOC23033,DOPEY1,DOPEY1_11742982_a_at
11742983_a_at,LOC50614,GALNT9,GALNT9_11742983_a_at
11742984_a_at,LOC133584,EGFLAM,EGFLAM_11742984_a_at
11742985_at,LOC4063,LY9,LY9_11742985_at
11742986_at,LOC11315,PARK7,PARK7_11742986_at
11742987_s_at,LOC7430,EZR,EZR_11742987_s_at
11742988_s_at,LOC7430,EZR,EZR_11742988_s_at
11742989_a_at,LOC7430,EZR,EZR_11742989_a_at
11742990_x_at,LOC7430,EZR,EZR_11742990_x_at
11742991_a_at,LOC29968,PSAT1,PSAT1_11742991_a_at
11742992_s_at,LOC29968,PSAT1,PSAT1_11742992_s_at
11742993_x_at,LOC29968,PSAT1,PSAT1_11742993_x_at
11742994_x_at,LOC1442,CSH1,CSH1_11742994_x_at
11742995_at,LOC10890,RAB10,RAB10_11742995_at
11742996_a_at,LOC4172,MCM3,MCM3_11742996_a_at
11742997_x_at,LOC4172,MCM3,MCM3_11742997_x_at
11742998_at,LOC9588,PRDX6,PRDX6_11742998_at
11742999_x_at,LOC9588,PRDX6,PRDX6_11742999_x_at
11743000_at,LOC9308,CD83,CD83_11743000_at
11743001_a_at,LOC119,ADD2,ADD2_11743001_a_at
11743002_at,LOC10671,DCTN6,DCTN6_11743002_at
11743003_a_at,LOC1580,CYP4B1,CYP4B1_11743003_a_at
11743004_x_at,LOC5393,EXOSC9,EXOSC9_11743004_x_at
11743005_s_at,LOC55290,BRF2,BRF2_11743005_s_at
